market_cap_usd,volume_24h_usd,price_usd,volume_market_cap_ratio,stop_loss_pct,entry_range_pct,number_of_targets,avg_tp_R,max_tp_R,min_tp_R,side_is_long,side_is_short,was_profitable,predicted_profitable,predicted_profitable_probability
5447512252.107207,105571631.65924494,0.16505494395127365,0.019379787832217856,0.0337972166998012,0.0278330019880715,6,3.235294117647056,6.058823529411758,1.1176470588235294,0,1,1,1,0.797837892041693
290809851.92729175,96162714.65955219,0.02707852177810883,0.3306721351503414,0.0687566797292483,0.0425127657047856,7,1.8127313101406344,3.3177892918825527,0.5544041450777183,0,1,1,1,0.9654359983329749
97718619.3223455,2222465.6800893,5.211797711838263e-07,0.022743523143302177,0.0518518518518518,0.0444444444444444,6,2.1190476190476217,4.28571428571429,0.7142857142857165,0,1,1,1,0.8840763051824599
130402597.38883796,13587754.01460368,0.4500619504715727,0.10419849210585393,0.0214797136038185,0.0143198090692123,6,4.481481481481493,8.555555555555575,1.2222222222222276,1,0,1,1,0.6751020524100741
9244557.527568877,25153540.83266095,0.01372832031170131,2.72090262380311,0.0387955993051535,0.0312680949623624,8,4.671641791044764,10.044776119402965,1.0895522388059642,1,0,0,1,0.5754714708223848
7681136.489688307,5948448.73548393,0.007681514201600768,0.7744229963195606,0.0499222663672481,0.030747970288478,7,2.944636678200696,6.266435986159177,0.7301038062283748,1,0,1,1,0.7145318931084532
47558669.473698705,19423046.23428983,0.047566164716209156,0.4084018003285673,0.0552995391705069,0.0368663594470046,7,3.107142857142855,6.91666666666666,0.75,1,0,1,1,0.8092851686554751
,,,,0.0205117790414296,0.0105605199025182,6,4.156765676567682,7.910891089108959,1.227722772277237,0,1,1,1,0.6812791257467471
33606990.09831004,7717878.70876794,0.08438709143931321,0.22965099481360698,0.0215394361735826,0.011403230915426,6,4.122549019607824,8.191176470588196,1.279411764705875,0,1,0,1,0.7012938481284584
1610731.643243151,213282.53673885,0.002843536399239191,0.13241345175873814,0.0865561694290975,0.0626151012891344,8,1.9787234042553217,3.8936170212766,0.7446808510638311,0,1,1,1,0.9636331937936516
30790916.083717976,34098443.06806961,7.319243713183088e-05,1.1074189210661591,0.080188679245283,0.0660377358490565,8,2.529411764705882,5.176470588235293,0.7647058823529406,1,0,1,1,0.7519711427703129
24991223.95986369,38694032.34156166,0.012469615262404019,1.548304813069776,0.0228669285786238,0.0255867835196937,5,3.317180616740097,6.488986784140988,1.2026431718061688,1,0,1,1,0.7798314881025653
1322010160.5066688,59665331.62310271,8.480916829969937,0.045132279165112914,0.0389150943396226,0.0188679245283019,5,2.424242424242423,4.606060606060604,0.9696969696969704,1,0,1,0,0.4879571556740912
120257167.28962207,4369472.17438861,0.1819455599398735,0.03633440129073858,0.0139474537787869,0.0149205319493999,6,7.217054263565845,14.348837209302234,2.023255813953473,1,0,1,1,0.6509013540188492
127700415.76036382,7160999.71231418,0.1277004157603638,0.05607655754036191,0.0601111157525376,0.036676552905301,7,2.523280055594166,5.601806810284926,0.7373175816539276,1,0,1,1,0.8009258277715898
255139261258.4276,24421558732.2764,2113.970762572676,0.09571854449927283,0.0808510638297872,0.0486808510638297,8,2.6047368421052632,5.315789473684211,0.7768421052631579,1,0,1,1,0.8590352415269787
4308955868.4232025,344083300.76644164,9.979702842850141,0.07985305750934825,0.0825688073394495,0.0733944954128441,8,2.9892361111111097,5.666666666666664,0.8499999999999983,1,0,1,1,0.8405514982323088
13231003.893527482,11070655.83967594,0.013953194390694817,0.8367207755937274,0.0445859872611465,0.0254777070063694,5,2.428571428571422,4.238095238095228,0.9047619047619022,1,0,1,1,0.5606703662037588
51153696435.8756,4798827426.911864,89.54901083310344,0.09381193855516382,0.0701458708665077,0.0473063288196663,6,1.7754763877381954,3.5567522783761416,0.6570008285004152,1,0,1,1,0.960851117258823
17400544.491518278,6346806.82780992,0.03604856664677154,0.36474759918596844,0.060763358778626,0.0458015267175572,8,2.820351758793965,5.6532663316582825,0.7286432160804016,1,0,1,1,0.7741230928392249
778297280.6620554,11975750.37136677,64.46733795283683,0.015387115783289962,0.0856031128404669,0.0700389105058365,8,2.3181818181818183,4.681818181818182,0.7727272727272727,1,0,0,0,0.39960237701725226
360925287.1258656,57820135.35960212,0.24494676538194646,0.1601997350200583,0.0480723465016658,0.0314136125654449,7,3.441301272984442,6.920792079207921,0.9801980198019824,1,0,0,1,0.7058916123079543
23555321.65587597,3895816.16693925,0.003321179187622515,0.1653900644556651,0.0417310664605873,0.0216383307573415,7,3.5238095238095206,7.518518518518513,0.8518518518518516,1,0,0,0,0.31987104304492797
306547602.8189108,13393984.93470962,0.015949821308604527,0.04369300171178292,0.0360467770985007,0.0315060500748332,7,3.6245099024831657,7.44475721323013,0.9704433497536992,1,0,1,1,0.7512445377064633
8990613.155357456,6299.0844702,0.5203013140883274,0.0007006290184386825,0.0476915392117218,0.0347755762232105,8,3.5092269326683336,7.002992518703248,1.017955112219454,0,1,1,1,0.866912248410974
2536900019.3082,123696261.49447244,1.515531757125091,0.048758823979276805,0.0371318822023046,0.0230473751600512,6,2.6666666666666763,4.862068965517256,1.0000000000000062,0,1,1,1,0.5884576027425525
109952790.8556322,14065878.69458511,0.31915126156199675,0.12792652724070988,0.046008008498815,0.0266405164664541,7,2.933011925907129,5.394316163410299,0.9538188277087044,0,1,1,1,0.8188202839685471
7072173.935161828,1427593.6368372,0.007072281221667961,0.20186065132524675,0.0396039603960397,0.0198019801980198,6,3.166666666666656,5.999999999999982,0.9999999999999956,1,0,0,0,0.24510822268113286
0.0,162752.85053147,0.016038631308641204,,0.0456431535269708,0.0331950207468879,7,3.402597402597409,7.181818181818195,1.0000000000000024,1,0,1,1,0.9407636459397926
6954599.476681734,7682591.19428677,0.0790101066128887,1.1046777345044727,0.0389294403892944,0.0291970802919706,6,2.6458333333333286,4.937499999999993,0.8749999999999966,1,0,1,1,0.8075539946592651
229139145.46622425,10263751.01981177,4.1926732330825496e-05,0.04479265643994765,0.0262489415749365,0.0186282811176968,5,3.322580645161282,5.774193548387086,1.2580645161290258,1,0,0,0,0.23203407637529908
10492533.61778965,2832961.28025761,0.00016299081348022758,0.26999782735548666,0.0161290322580646,0.0053763440860214,4,3.562499999999969,5.499999999999955,1.499999999999982,1,0,0,0,0.2653916133945194
50389359.9641895,2228890.99289726,0.005337081950326083,0.044233365823286484,0.0311986863711001,0.0295566502463054,5,3.1473684210526356,5.842105263157897,1.21052631578948,1,0,0,0,0.2760016253769542
2407542.720749343,323688.62075285,0.0025052473681054553,0.13444771632218538,0.0353920888272033,0.0291464260929908,6,3.08496732026144,6.058823529411769,0.9607843137254918,1,0,1,1,0.7829214515062
11808071.908246953,6084028.11818376,0.02337653441679934,0.5152431459986769,0.0323903239032391,0.015580155801558,6,3.4725738396624384,7.101265822784792,1.0253164556961998,1,0,1,1,0.7998138007323412
636311474.0174148,21739899.25415871,0.007400257827493147,0.034165499353487574,0.0267011197243755,0.0189491817398793,6,4.0537634408602266,7.709677419354856,1.258064516129039,1,0,1,1,0.7368208014571234
191065453.6825823,65833228.05441318,19.18019877201226,0.34455851011026906,0.0364025695931478,0.0299785867237687,6,2.9215686274509736,5.470588235294107,1.0588235294117612,1,0,1,1,0.7862845793686499
5447512252.107207,105571631.65924494,0.16505494395127365,0.019379787832217856,0.0434142752023546,0.0377728722099582,5,2.276836158192091,4.084745762711864,0.977401129943502,1,0,1,1,0.8345975394180077
971101847.8726876,108459556.40938395,0.11435237951030727,0.11168710743057211,0.0498812351543942,0.0364212193190815,6,2.280423280423284,4.079365079365084,0.904761904761908,1,0,1,1,0.9216953467222464
77478991.15428525,6494740.87747337,0.0077479010177527305,0.08382583176051274,0.0539434185390703,0.0351132538888383,5,2.0354131534569966,3.72175379426644,0.8549747048903881,1,0,1,1,0.9094059462540078
